2	0.0313979
3	0.0241812
4	0.0222149
5	0.0213809
6	0.0209463
7	0.0206903
8	0.0205264
9	0.0204151
10	0.0203361
11	0.0202778
12	0.0202337
13	0.0201994
14	0.0201723
15	0.0201505
16	0.0201326
17	0.0201178
18	0.0201055
19	0.020095
20	0.0200861
21	0.0200784
22	0.0200717
23	0.0200659
24	0.0200608
25	0.0200564
26	0.0200524
